1.486791014671325684e+00,6.667944335937500000e+01,4.764307556152343750e+02,1.000000000000000000e+00,3.462714385986328125e+01
1.486791014671325684e+00,6.667944335937500000e+01,4.764307556152343750e+02,5.000000074505805969e-02,4.262662887573242188e+01
9.868867993354797363e-01,1.095957870483398438e+02,2.721489257812500000e+02,1.000000000000000000e+00,5.409642410278320312e+01
9.868867993354797363e-01,1.095957870483398438e+02,2.721489257812500000e+02,5.000000074505805969e-02,4.199038314819335938e+01
1.542303323745727539e+00,5.294269180297851562e+01,1.820158996582031250e+02,1.000000000000000000e+00,1.484657001495361328e+01
1.542303323745727539e+00,5.294269180297851562e+01,1.820158996582031250e+02,5.000000074505805969e-02,1.840877914428710938e+01
1.648168563842773438e+00,3.810879135131835938e+01,5.704643554687500000e+02,1.000000000000000000e+00,1.690573883056640625e+01
1.648168563842773438e+00,3.810879135131835938e+01,5.704643554687500000e+02,5.000000074505805969e-02,1.270772933959960938e+01
1.789871573448181152e+00,4.918612289428710938e+01,2.499928741455078125e+02,1.000000000000000000e+00,1.668438148498535156e+01
1.789871573448181152e+00,4.918612289428710938e+01,2.499928741455078125e+02,5.000000074505805969e-02,9.432538986206054688e+00
1.957231521606445312e+00,5.369330215454101562e+01,7.214292144775390625e+01,1.000000000000000000e+00,1.595681762695312500e+01
1.957231521606445312e+00,5.369330215454101562e+01,7.214292144775390625e+01,5.000000074505805969e-02,1.628108978271484375e+01
5.668849349021911621e-01,3.892871856689453125e+01,2.497809600830078125e+02,1.000000000000000000e+00,1.686679482460021973e+00
5.668849349021911621e-01,3.892871856689453125e+01,2.497809600830078125e+02,5.000000074505805969e-02,0.000000000000000000e+00
1.201014399528503418e+00,8.070975494384765625e+01,4.774401550292968750e+02,1.000000000000000000e+00,4.401654815673828125e+01
1.201014399528503418e+00,8.070975494384765625e+01,4.774401550292968750e+02,5.000000074505805969e-02,5.660362243652343750e+01
1.494088292121887207e+00,7.834551239013671875e+01,2.269973754882812500e+02,1.000000000000000000e+00,3.840598678588867188e+01
1.494088292121887207e+00,7.834551239013671875e+01,2.269973754882812500e+02,5.000000074505805969e-02,5.420751953125000000e+01
5.292412042617797852e-01,1.086689071655273438e+02,3.093330993652343750e+02,1.000000000000000000e+00,3.733759307861328125e+01
5.292412042617797852e-01,1.086689071655273438e+02,3.093330993652343750e+02,5.000000074505805969e-02,1.938708305358886719e+01
1.223426818847656250e+00,1.043958663940429688e+02,4.618366088867187500e+02,1.000000000000000000e+00,7.004162597656250000e+01
1.223426818847656250e+00,1.043958663940429688e+02,4.618366088867187500e+02,5.000000074505805969e-02,7.725741577148437500e+01
7.053651213645935059e-01,4.344340515136718750e+01,4.227710571289062500e+02,1.000000000000000000e+00,7.758831024169921875e+00
7.053651213645935059e-01,4.344340515136718750e+01,4.227710571289062500e+02,5.000000074505805969e-02,6.530585289001464844e-01
1.909500956535339355e+00,8.266264343261718750e+01,3.868360595703125000e+02,1.000000000000000000e+00,5.731880950927734375e+01
1.909500956535339355e+00,8.266264343261718750e+01,3.868360595703125000e+02,5.000000074505805969e-02,3.869570922851562500e+01
8.477839231491088867e-01,1.060214309692382812e+02,8.210554504394531250e+01,1.000000000000000000e+00,3.265593719482421875e+01
8.477839231491088867e-01,1.060214309692382812e+02,8.210554504394531250e+01,5.000000074505805969e-02,1.451231193542480469e+01
1.524949669837951660e+00,8.602523803710937500e+01,3.685392761230468750e+02,1.000000000000000000e+00,5.394269561767578125e+01
1.524949669837951660e+00,8.602523803710937500e+01,3.685392761230468750e+02,5.000000074505805969e-02,5.068812561035156250e+01
9.428020119667053223e-01,4.182606124877929688e+01,1.184498291015625000e+02,1.000000000000000000e+00,1.623563051223754883e+00
9.428020119667053223e-01,4.182606124877929688e+01,1.184498291015625000e+02,5.000000074505805969e-02,0.000000000000000000e+00
6.978176832199096680e-01,4.157670211791992188e+01,1.531945037841796875e+02,1.000000000000000000e+00,1.358486533164978027e+00
6.978176832199096680e-01,4.157670211791992188e+01,1.531945037841796875e+02,5.000000074505805969e-02,1.238476276397705078e+01
1.542880773544311523e+00,3.642001342773437500e+01,3.812545471191406250e+02,1.000000000000000000e+00,1.031809520721435547e+01
1.542880773544311523e+00,3.642001342773437500e+01,3.812545471191406250e+02,5.000000074505805969e-02,0.000000000000000000e+00
1.481747269630432129e+00,9.779782104492187500e+01,2.389870605468750000e+02,1.000000000000000000e+00,5.905626678466796875e+01
1.481747269630432129e+00,9.779782104492187500e+01,2.389870605468750000e+02,5.000000074505805969e-02,6.891610717773437500e+01
1.994841337203979492e+00,3.044314193725585938e+01,5.751639404296875000e+02,1.000000000000000000e+00,1.452094745635986328e+01
1.994841337203979492e+00,3.044314193725585938e+01,5.751639404296875000e+02,5.000000074505805969e-02,7.762619018554687500e+00
