6.377470493316650391e-01,7.006895446777343750e+01,2.768842773437500000e+02,1.000000000000000000e+00,1.512318706512451172e+01
6.377470493316650391e-01,7.006895446777343750e+01,2.768842773437500000e+02,9.999999776482582092e-03,8.028734207153320312e+00
1.716173291206359863e+00,6.807510375976562500e+01,4.848815917968750000e+02,1.000000000000000000e+00,3.953665924072265625e+01
1.716173291206359863e+00,6.807510375976562500e+01,4.848815917968750000e+02,9.999999776482582092e-03,2.952774047851562500e+01
5.937856435775756836e-01,8.522000885009765625e+01,7.847141265869140625e+01,1.000000000000000000e+00,1.198140430450439453e+01
5.937856435775756836e-01,8.522000885009765625e+01,7.847141265869140625e+01,9.999999776482582092e-03,1.073362350463867188e+00
1.106027245521545410e+00,3.153543472290039062e+01,4.499383544921875000e+02,1.000000000000000000e+00,6.634254455566406250e+00
1.106027245521545410e+00,3.153543472290039062e+01,4.499383544921875000e+02,9.999999776482582092e-03,0.000000000000000000e+00
8.463394641876220703e-01,5.063495254516601562e+01,4.720367736816406250e+02,1.000000000000000000e+00,1.402018928527832031e+01
8.463394641876220703e-01,5.063495254516601562e+01,4.720367736816406250e+02,9.999999776482582092e-03,2.989814758300781250e+00
1.558994770050048828e+00,1.064378967285156250e+02,2.032565917968750000e+02,1.000000000000000000e+00,6.784587097167968750e+01
1.558994770050048828e+00,1.064378967285156250e+02,2.032565917968750000e+02,9.999999776482582092e-03,6.584307098388671875e+01
6.392484903335571289e-01,1.066130294799804688e+02,5.548348388671875000e+02,1.000000000000000000e+00,5.457102584838867188e+01
6.392484903335571289e-01,1.066130294799804688e+02,5.548348388671875000e+02,9.999999776482582092e-03,4.831132125854492188e+01
1.567523479461669922e+00,8.183840942382812500e+01,2.700510864257812500e+02,1.000000000000000000e+00,4.597895050048828125e+01
1.567523479461669922e+00,8.183840942382812500e+01,2.700510864257812500e+02,9.999999776482582092e-03,3.641152191162109375e+01
1.053766727447509766e+00,7.857828521728515625e+01,2.047496795654296875e+02,1.000000000000000000e+00,2.662235069274902344e+01
1.053766727447509766e+00,7.857828521728515625e+01,2.047496795654296875e+02,9.999999776482582092e-03,1.624493789672851562e+01
5.082633495330810547e-01,1.042186508178710938e+02,2.506026916503906250e+02,1.000000000000000000e+00,2.926936721801757812e+01
5.082633495330810547e-01,1.042186508178710938e+02,2.506026916503906250e+02,9.999999776482582092e-03,1.699444198608398438e+01
1.076331853866577148e+00,6.775474548339843750e+01,2.179125823974609375e+02,1.000000000000000000e+00,2.009393882751464844e+01
1.076331853866577148e+00,6.775474548339843750e+01,2.179125823974609375e+02,9.999999776482582092e-03,1.780077171325683594e+01
7.458058595657348633e-01,5.869200515747070312e+01,4.848513183593750000e+02,1.000000000000000000e+00,1.746226501464843750e+01
7.458058595657348633e-01,5.869200515747070312e+01,4.848513183593750000e+02,9.999999776482582092e-03,1.171757888793945312e+01
9.761899113655090332e-01,4.666165924072265625e+01,2.105114898681640625e+02,1.000000000000000000e+00,5.869277477264404297e+00
9.761899113655090332e-01,4.666165924072265625e+01,2.105114898681640625e+02,9.999999776482582092e-03,0.000000000000000000e+00
